,club_id,name,pretty_name,domestic_competition_id,total_market_value,squad_size,average_age,foreigners_number,foreigners_percentage,national_team_players,stadium_name,stadium_seats,net_transfer_record,coach_name,url
254,2578,st-johnstone-fc,St Johnstone Fc,SC1,9.68,31,26.9,12,38.7,3,McDiarmid Park,10696,+£1.67m,Callum Davidson,https://www.transfermarkt.co.uk/st-johnstone-fc/startseite/verein/2578
255,370,aberdeen-fc,Aberdeen Fc,SC1,9.7,22,26.2,9,40.9,2,Pittodrie Stadium,22199,+£252Th.,Jim Goodwin,https://www.transfermarkt.co.uk/aberdeen-fc/startseite/verein/370
256,3999,pas-lamia-1964,Pas Lamia 1964,GR1,8.42,32,28.0,12,37.5,1,"Stadio Lamia ""Athanasios Diakos""",5500,+-0,Gianluca Festa,https://www.transfermarkt.co.uk/pas-lamia-1964/startseite/verein/3999
257,903,hibernian-fc,Hibernian Fc,SC1,15.35,29,25.3,12,41.4,4,Easter Road Stadium,20250,+£2.97m,Lee Johnson,https://www.transfermarkt.co.uk/hibernian-fc/startseite/verein/903
258,1241,livingston-fc,Livingston Fc,SC1,9.02,34,26.2,18,52.9,0,Tony Macaroni Arena,9512,+-0,David Martindale,https://www.transfermarkt.co.uk/livingston-fc/startseite/verein/1241
259,5,ac-mailand,Ac Mailand,IT1,432.09,27,26.8,20,74.1,17,Giuseppe Meazza,75923,£-65.88m,Stefano Pioli,https://www.transfermarkt.co.uk/ac-mailand/startseite/verein/5
260,61825,fk-minaj,Fk Minaj,UKR1,4.14,24,25.8,3,12.5,1,Avangard,12000,+£360Th.,Volodymyr Sharan,https://www.transfermarkt.co.uk/fk-minaj/startseite/verein/61825
261,43,heart-of-midlothian-fc,Heart Of Midlothian Fc,SC1,12.74,30,24.8,14,46.7,7,Tynecastle Park,20099,+-0,Robbie Neilson,https://www.transfermarkt.co.uk/heart-of-midlothian-fc/startseite/verein/43
262,49364,ingulets-petrove,Ingulets Petrove,UKR1,4.55,20,27.3,2,10.0,0,Stadion Zirka im. Stanislava Berezkina,13305,+£45Th.,Sergiy Lavrynenko,https://www.transfermarkt.co.uk/ingulets-petrove/startseite/verein/49364
263,6993,fk-mariupol,Fk Mariupol,UKR1,4.86,18,22.4,0,,0,Stadion im. Volodymyra Boyko,12680,+-0,Ostap Markevych,https://www.transfermarkt.co.uk/fk-mariupol/startseite/verein/6993
264,6992,chornomorets-odessa,Chornomorets Odessa,UKR1,4.19,18,26.2,2,11.1,0,Stadion Chornomorets,34164,+£45Th.,Roman Grygorchuk,https://www.transfermarkt.co.uk/chornomorets-odessa/startseite/verein/6992
265,2778,fc-nordsjaelland,Fc Nordsjaelland,DK1,22.86,31,20.9,17,54.8,0,Right to Dream Park,10300,+£14.45m,Flemming Pedersen,https://www.transfermarkt.co.uk/fc-nordsjaelland/startseite/verein/2778
266,55686,metalist-1925-kharkiv,Metalist 1925 Kharkiv,UKR1,5.29,24,26.2,0,,0,OSK Metalist,40003,+-0,Valeriy Kryventsov,https://www.transfermarkt.co.uk/metalist-1925-kharkiv/startseite/verein/55686
267,48726,rukh-lviv,Rukh Lviv,UKR1,5.81,21,25.1,3,14.3,0,Arena Lviv,34512,+£162Th.,Leonid Kuchuk,https://www.transfermarkt.co.uk/rukh-lviv/startseite/verein/48726
268,46,inter-mailand,Inter Mailand,IT1,476.01,25,30.1,17,68.0,16,Giuseppe Meazza,75923,+£146.75m,Simone Inzaghi,https://www.transfermarkt.co.uk/inter-mailand/startseite/verein/46
269,6676,asteras-tripolis,Asteras Tripolis,GR1,7.47,30,25.2,18,60.0,1,Gipedo Theodoros Kolokotronis,7423,+£990Th.,Milan Rastavac,https://www.transfermarkt.co.uk/asteras-tripolis/startseite/verein/6676
270,18303,fk-oleksandriya,Fk Oleksandriya,UKR1,8.66,25,24.8,1,4.0,0,KSK Nika,7000,£-135Th.,Yuriy Gura,https://www.transfermarkt.co.uk/fk-oleksandriya/startseite/verein/18303
271,60551,sk-dnipro-1,Sk Dnipro 1,UKR1,11.61,13,25.5,0,,2,Dnipro-Arena,31003,£-2.22m,Igor Jovicevic,https://www.transfermarkt.co.uk/sk-dnipro-1/startseite/verein/60551
272,2740,vorskla-poltava,Vorskla Poltava,UKR1,7.02,13,26.3,2,15.4,1,Vorskla im. Oleksiy Butovskyi,23842,+£225Th.,Yuriy Maksymov,https://www.transfermarkt.co.uk/vorskla-poltava/startseite/verein/2740
273,338,dynamo-kiew,Dynamo Kiew,UKR1,87.3,24,25.4,0,,13,NSK Olimpiyskyi,70050,+£16.83m,Mircea Lucescu,https://www.transfermarkt.co.uk/dynamo-kiew/startseite/verein/338
274,6418,panetolikos-gfs,Panetolikos Gfs,GR1,9.18,29,26.5,16,55.2,3,Gipedo Panetolikou,5230,+£540Th.,Giannis Anastasiou,https://www.transfermarkt.co.uk/panetolikos-gfs/startseite/verein/6418
275,1301,cs-maritimo,Cs Maritimo,PO1,13.1,24,26.5,15,62.5,2,Estádio do Marítimo,10932,+-0,Vasco Seabra,https://www.transfermarkt.co.uk/cs-maritimo/startseite/verein/1301
276,979,moreirense-fc,Moreirense Fc,PO1,13.28,26,26.8,18,69.2,3,E. C. J. de Almeida Freitas,6153,+£5.58m,Ricardo Sá Pinto,https://www.transfermarkt.co.uk/moreirense-fc/startseite/verein/979
277,26459,nk-veres-rivne,Nk Veres Rivne,UKR1,5.0,24,27.3,0,,0,Avangard,12080,£-18Th.,Yuriy Virt,https://www.transfermarkt.co.uk/nk-veres-rivne/startseite/verein/26459
278,6912,fc-vizela,Fc Vizela,PO1,14.09,24,27.1,15,62.5,1,Estádio do Vizela,6565,+£118Th.,Álvaro Pacheco,https://www.transfermarkt.co.uk/fc-vizela/startseite/verein/6912
279,2995,fc-pacos-de-ferreira,Fc Pacos De Ferreira,PO1,17.24,29,25.6,16,55.2,1,Estádio Capital do Móvel,9200,+-0,César Peixoto,https://www.transfermarkt.co.uk/fc-pacos-de-ferreira/startseite/verein/2995
280,2457,belenenses-sad,Belenenses Sad,PO1,13.61,28,25.1,14,50.0,3,Estádio das Seixas,12500,+£2.03m,Franclim Carvalho,https://www.transfermarkt.co.uk/belenenses-sad/startseite/verein/2457
281,7378,portimonense-sc,Portimonense Sc,PO1,18.5,27,25.0,22,81.5,4,Portimonense Estádio,6000,+£6.41m,Paulo Sérgio,https://www.transfermarkt.co.uk/portimonense-sc/startseite/verein/7378
282,371,celtic-glasgow,Celtic Glasgow,SC1,72.0,36,24.6,25,69.4,17,Celtic Park,60832,+£9.98m,Ange Postecoglou,https://www.transfermarkt.co.uk/celtic-glasgow/startseite/verein/371
283,2424,gil-vicente-fc,Gil Vicente Fc,PO1,23.27,26,25.3,18,69.2,3,Estádio Municipal de Barcelos,12504,+£1.80m,Ricardo Soares,https://www.transfermarkt.co.uk/gil-vicente-fc/startseite/verein/2424
284,2423,cd-santa-clara,Cd Santa Clara,PO1,17.66,25,26.6,15,60.0,3,Estádio de São Miguel,15000,+£6.31m,Mário Silva,https://www.transfermarkt.co.uk/cd-santa-clara/startseite/verein/2423
285,7179,cd-tondela,Cd Tondela,PO1,18.86,27,24.7,18,66.7,5,Estádio João Cardoso,5000,+£378Th.,Nuno Campos,https://www.transfermarkt.co.uk/cd-tondela/startseite/verein/7179
286,2420,vitoria-guimaraes-sc,Vitoria Guimaraes Sc,PO1,39.56,29,24.2,12,41.4,4,Estádio D. Afonso Henriques,29865,+£4.59m,Pêpa,https://www.transfermarkt.co.uk/vitoria-guimaraes-sc/startseite/verein/2420
287,3329,fc-famalicao,Fc Famalicao,PO1,43.16,31,23.7,18,58.1,1,Estádio Municipal de Famalicão,5300,+£5.31m,Rui Pedro Silva,https://www.transfermarkt.co.uk/fc-famalicao/startseite/verein/3329
288,1465,gd-estoril-praia,Gd Estoril Praia,PO1,23.49,28,24.9,16,57.1,2,Estádio António Coimbra da Mota,8000,+£4.50m,Bruno Pinheiro,https://www.transfermarkt.co.uk/gd-estoril-praia/startseite/verein/1465
289,124,glasgow-rangers,Glasgow Rangers,SC1,119.07,30,26.9,24,80.0,17,Ibrox Stadium,50987,+£10.78m,Giovanni van Bronckhorst,https://www.transfermarkt.co.uk/glasgow-rangers/startseite/verein/124
290,336,sporting-lissabon,Sporting Lissabon,PO1,235.08,24,26.3,11,45.8,8,Estádio José Alvalade XXI,50080,£-5.52m,Rúben Amorim,https://www.transfermarkt.co.uk/sporting-lissabon/startseite/verein/336
291,294,benfica-lissabon,Benfica Lissabon,PO1,239.4,26,27.0,19,73.1,15,Estádio da Luz,65000,+£21.60m,Nélson Veríssimo,https://www.transfermarkt.co.uk/benfica-lissabon/startseite/verein/294
292,65,spvgg-greuther-furth,Spvgg Greuther Furth,L1,29.66,28,24.8,11,39.3,3,Sportpark Ronhof | Thomas Sommer,16626,+£1.94m,Stefan Leitl,https://www.transfermarkt.co.uk/spvgg-greuther-furth/startseite/verein/65
293,48332,kolos-kovalivka,Kolos Kovalivka,UKR1,5.33,19,25.4,1,5.3,0,Kolos,5050,£-85Th.,Yaroslav Vyshnyak,https://www.transfermarkt.co.uk/kolos-kovalivka/startseite/verein/48332
294,80,vfl-bochum,Vfl Bochum,L1,44.69,30,27.2,12,40.0,3,Vonovia Ruhrstadion,27599,+£315Th.,Thomas Reis,https://www.transfermarkt.co.uk/vfl-bochum/startseite/verein/80
295,89,1-fc-union-berlin,1 Fc Union Berlin,L1,65.7,28,27.3,11,39.3,8,Stadion An der Alten Försterei,22012,+£1.80m,Urs Fischer,https://www.transfermarkt.co.uk/1-fc-union-berlin/startseite/verein/89
296,3,1-fc-koln,1 Fc Koln,L1,74.14,28,25.1,11,39.3,7,RheinEnergieSTADION,50000,+£20.61m,Steffen Baumgart,https://www.transfermarkt.co.uk/1-fc-koln/startseite/verein/3
297,44,hertha-bsc,Hertha Bsc,L1,86.58,31,25.7,16,51.6,6,Olympiastadion Berlin,74649,+£18.99m,Felix Magath,https://www.transfermarkt.co.uk/hertha-bsc/startseite/verein/44
298,167,fc-augsburg,Fc Augsburg,L1,88.02,28,26.0,17,60.7,9,WWK ARENA,30660,£-10.14m,Markus Weinzierl,https://www.transfermarkt.co.uk/fc-augsburg/startseite/verein/167
299,39,1-fsv-mainz-05,1 Fsv Mainz 05,L1,109.85,25,25.2,13,52.0,6,Mewa Arena,33305,+£10.04m,Bo Svensson,https://www.transfermarkt.co.uk/1-fsv-mainz-05/startseite/verein/39
300,60,sc-freiburg,Sc Freiburg,L1,137.32,27,25.3,11,40.7,8,Europa-Park Stadion,34700,+£4.55m,Christian Streich,https://www.transfermarkt.co.uk/sc-freiburg/startseite/verein/60
301,79,vfb-stuttgart,Vfb Stuttgart,L1,145.35,31,22.8,18,58.1,7,Mercedes-Benz Arena,60449,+£22.47m,Pellegrino Matarazzo,https://www.transfermarkt.co.uk/vfb-stuttgart/startseite/verein/79
302,24,eintracht-frankfurt,Eintracht Frankfurt,L1,179.15,32,25.4,20,62.5,13,Deutsche Bank Park,51500,+£13.10m,Oliver Glasner,https://www.transfermarkt.co.uk/eintracht-frankfurt/startseite/verein/24
303,533,tsg-1899-hoffenheim,Tsg 1899 Hoffenheim,L1,190.31,30,25.6,17,56.7,14,PreZero Arena,30150,+£765Th.,Sebastian Hoeneß,https://www.transfermarkt.co.uk/tsg-1899-hoffenheim/startseite/verein/533
304,18105,pfk-lviv,Pfk Lviv,UKR1,6.39,20,25.7,3,15.0,1,Arena Lviv,34915,+£45Th.,Oleg Dulub,https://www.transfermarkt.co.uk/pfk-lviv/startseite/verein/18105
305,82,vfl-wolfsburg,Vfl Wolfsburg,L1,212.85,28,25.1,18,64.3,12,Volkswagen Arena,30000,£-53.85m,Michael Frontzeck,https://www.transfermarkt.co.uk/vfl-wolfsburg/startseite/verein/82
306,15,bayer-04-leverkusen,Bayer 04 Leverkusen,L1,391.01,27,24.9,20,74.1,14,BayArena,30210,£-11.03m,Gerardo Seoane,https://www.transfermarkt.co.uk/bayer-04-leverkusen/startseite/verein/15
307,23826,rasenballsport-leipzig,Rasenballsport Leipzig,L1,419.04,26,24.4,19,73.1,17,Red Bull Arena,47069,+£5.29m,Domenico Tedesco,https://www.transfermarkt.co.uk/rasenballsport-leipzig/startseite/verein/23826
308,16,borussia-dortmund,Borussia Dortmund,L1,504.23,33,24.7,19,57.6,16,SIGNAL IDUNA PARK,81365,+£56.93m,Matthias Kleinsteiber,https://www.transfermarkt.co.uk/borussia-dortmund/startseite/verein/16
309,18,borussia-monchengladbach,Borussia Monchengladbach,L1,198.27,26,26.0,13,50.0,11,Stadion im Borussia-Park,54022,£-7.47m,Adi Hütter,https://www.transfermarkt.co.uk/borussia-monchengladbach/startseite/verein/18
310,27,fc-bayern-munchen,Fc Bayern Munchen,L1,724.05,26,25.8,15,57.7,20,Allianz Arena,75024,£-48.15m,Julian Nagelsmann,https://www.transfermarkt.co.uk/fc-bayern-munchen/startseite/verein/27
311,41274,beerschot-v-a-,Beerschot V A ,BE1,13.41,26,25.8,14,53.8,2,Olympisch Stadion,12771,£-2.01m,Greg Vanderidt,https://www.transfermarkt.co.uk/beerschot-v-a-/startseite/verein/41274
312,1075,sc-braga,Sc Braga,PO1,100.53,25,24.2,9,36.0,4,Estádio Municipal de Braga,30286,+£23.01m,Carlos Carvalhal,https://www.transfermarkt.co.uk/sc-braga/startseite/verein/1075
313,475,vv-st-truiden,Vv St Truiden,BE1,16.31,27,25.4,15,55.6,4,Stayen,14600,+£4.26m,Bernd Hollerbach,https://www.transfermarkt.co.uk/vv-st-truiden/startseite/verein/475
314,2503,boavista-porto-fc,Boavista Porto Fc,PO1,23.76,26,25.0,16,61.5,9,Estádio do Bessa Sec. XXI,28263,£-4.82m,Petit,https://www.transfermarkt.co.uk/boavista-porto-fc/startseite/verein/2503
315,520,cercle-brugge,Cercle Brugge,BE1,21.02,24,23.9,14,58.3,5,Jan-Breydel-Stadion,29062,£-630Th.,Dominik Thalhammer,https://www.transfermarkt.co.uk/cercle-brugge/startseite/verein/520
316,2727,oud-heverlee-leuven,Oud Heverlee Leuven,BE1,21.11,27,24.5,13,48.1,9,King Power at Den Dreef Stadion,10020,+£2.70m,Marc Brys,https://www.transfermarkt.co.uk/oud-heverlee-leuven/startseite/verein/2727
317,2861,kv-oostende,Kv Oostende,BE1,22.32,27,23.5,17,63.0,4,Diaz Arena,8432,+£5.22m,Yves Vanderhaeghe,https://www.transfermarkt.co.uk/kv-oostende/startseite/verein/2861
318,720,fc-porto,Fc Porto,PO1,233.37,26,26.6,14,53.8,11,Estádio do Dragão,50399,+£32.31m,Sérgio Conceição,https://www.transfermarkt.co.uk/fc-porto/startseite/verein/720
319,354,kv-mechelen,Kv Mechelen,BE1,26.73,27,24.9,10,37.0,2,AFAS Stadion,16672,+£7.11m,Wouter Vrancken,https://www.transfermarkt.co.uk/kv-mechelen/startseite/verein/354
320,172,rsc-charleroi,Rsc Charleroi,BE1,31.41,28,22.6,16,57.1,8,Stade du Pays de Charleroi,15000,+£7.74m,Edward Still,https://www.transfermarkt.co.uk/rsc-charleroi/startseite/verein/172
321,3057,standard-luttich,Standard Luttich,BE1,35.82,27,24.0,14,51.9,7,Maurice Dufrasne Stadion,27670,+£21.65m,Will Still,https://www.transfermarkt.co.uk/standard-luttich/startseite/verein/3057
322,3948,royale-union-saint-gilloise,Royale Union Saint Gilloise,BE1,47.63,26,24.8,19,73.1,8,Stade Joseph Mariën,8000,+£5.26m,Felice Mazzù,https://www.transfermarkt.co.uk/royale-union-saint-gilloise/startseite/verein/3948
323,10690,zorya-lugansk,Zorya Lugansk,UKR1,12.69,25,25.1,1,4.0,1,Slavutych Arena,11883,£-486Th.,Viktor Skrypnyk,https://www.transfermarkt.co.uk/zorya-lugansk/startseite/verein/10690
324,157,kaa-gent,Kaa Gent,BE1,49.48,28,26.3,16,57.1,11,Ghelamco Arena,19999,+£18.81m,Hein Vanhaezebrouck,https://www.transfermarkt.co.uk/kaa-gent/startseite/verein/157
325,58,rsc-anderlecht,Rsc Anderlecht,BE1,86.0,28,23.3,13,46.4,6,Lotto Park,21500,+£7.61m,Vincent Kompany,https://www.transfermarkt.co.uk/rsc-anderlecht/startseite/verein/58
326,660,shakhtar-donetsk,Shakhtar Donetsk,UKR1,144.99,24,25.1,9,37.5,12,NSK Olimpiyskyi,70050,£-45.27m,Roberto De Zerbi,https://www.transfermarkt.co.uk/shakhtar-donetsk/startseite/verein/660
327,1184,krc-genk,Krc Genk,BE1,92.43,24,23.0,17,70.8,13,Cegeka Arena,24956,£-3.33m,Bernd Storck,https://www.transfermarkt.co.uk/krc-genk/startseite/verein/1184
328,1435,go-ahead-eagles-deventer,Go Ahead Eagles Deventer,NL1,8.87,29,24.3,11,37.9,1,De Adelaarshorst,9909,+£1.71m,Kees van Wonderen,https://www.transfermarkt.co.uk/go-ahead-eagles-deventer/startseite/verein/1435
329,3508,sv-zulte-waregem,Sv Zulte Waregem,BE1,16.72,30,25.0,15,50.0,3,Regenboogstadion,12250,£-180Th.,Timmy Simons,https://www.transfermarkt.co.uk/sv-zulte-waregem/startseite/verein/3508
330,2715,rfc-seraing,Rfc Seraing,BE1,12.98,31,23.9,18,58.1,6,Stade du Paray,6744,+-0,Manuel Nogueira,https://www.transfermarkt.co.uk/rfc-seraing/startseite/verein/2715
331,601,kv-kortrijk,Kv Kortrijk,BE1,22.37,30,24.6,24,80.0,8,Guldensporenstadion,9399,+£198Th.,Karim Belhocine,https://www.transfermarkt.co.uk/kv-kortrijk/startseite/verein/601
332,1245,kas-eupen,Kas Eupen,BE1,16.22,31,25.0,22,71.0,5,Kehrweg-Stadion,8331,+£4.23m,Michael Valkanis,https://www.transfermarkt.co.uk/kas-eupen/startseite/verein/1245
333,1269,pec-zwolle,Pec Zwolle,NL1,12.8,30,24.5,12,40.0,4,MAC³PARK stadion,14000,+-0,Dick Schreuder,https://www.transfermarkt.co.uk/pec-zwolle/startseite/verein/1269
334,10,arminia-bielefeld,Arminia Bielefeld,L1,57.2,25,24.9,16,64.0,4,SchücoArena,26515,£-8.45m,Marco Kostmann,https://www.transfermarkt.co.uk/arminia-bielefeld/startseite/verein/10
335,403,willem-ii-tilburg,Willem Ii Tilburg,NL1,14.49,27,24.8,17,63.0,1,Koning Willem II Stadion,14700,+£3.65m,Kevin Hofland,https://www.transfermarkt.co.uk/willem-ii-tilburg/startseite/verein/403
336,468,sparta-rotterdam,Sparta Rotterdam,NL1,12.56,22,28.0,11,50.0,3,"Sparta-stadion ""Het Kasteel""",11026,+£6.91m,Maurice Steijn,https://www.transfermarkt.co.uk/sparta-rotterdam/startseite/verein/468
337,317,fc-twente-enschede,Fc Twente Enschede,NL1,19.04,25,24.0,7,28.0,3,De Grolsch Veste,30205,+£2.88m,Ron Jans,https://www.transfermarkt.co.uk/fc-twente-enschede/startseite/verein/317
338,306,sc-heerenveen,Sc Heerenveen,NL1,19.15,29,24.0,11,37.9,2,Abe Lenstra Stadion,27224,+£4.23m,Ole Tobiasen,https://www.transfermarkt.co.uk/sc-heerenveen/startseite/verein/306
339,2282,fc-brugge,Fc Brugge,BE1,141.17,29,25.1,19,65.5,13,Jan-Breydel-Stadion,29062,£-19.32m,Alfred Schreuder,https://www.transfermarkt.co.uk/fc-brugge/startseite/verein/2282
340,200,fc-utrecht,Fc Utrecht,NL1,31.55,32,24.7,10,31.3,1,"Stadion ""Galgenwaard""",23750,+£4.91m,Rick Kruys,https://www.transfermarkt.co.uk/fc-utrecht/startseite/verein/200
341,133,sc-cambuur-leeuwarden,Sc Cambuur Leeuwarden,NL1,9.56,23,25.1,9,39.1,8,Cambuurstadion,10250,+-0,Henk de Jong,https://www.transfermarkt.co.uk/sc-cambuur-leeuwarden/startseite/verein/133
342,1090,az-alkmaar,Az Alkmaar,NL1,60.5,27,23.3,12,44.4,9,AFAS Stadion,19478,+£39.83m,Pascal Jansen,https://www.transfermarkt.co.uk/az-alkmaar/startseite/verein/1090
343,234,feyenoord-rotterdam,Feyenoord Rotterdam,NL1,120.65,28,23.6,13,46.4,13,"Stadion Feyenoord ""De Kuip""",47500,£-900Th.,Arne Slot,https://www.transfermarkt.co.uk/feyenoord-rotterdam/startseite/verein/234
344,1096,royal-antwerpen-fc,Royal Antwerpen Fc,BE1,53.78,33,25.4,19,57.6,4,De Bosuil,16144,£-24.80m,Brian Priske,https://www.transfermarkt.co.uk/royal-antwerpen-fc/startseite/verein/1096
345,610,ajax-amsterdam,Ajax Amsterdam,NL1,310.73,28,25.4,15,53.6,16,Johan Cruijff ArenA,55600,+£21.78m,Michael Reiziger,https://www.transfermarkt.co.uk/ajax-amsterdam/startseite/verein/610
346,499,vitesse-arnheim,Vitesse Arnheim,NL1,36.88,26,23.1,15,57.7,5,GelreDome,21248,£-1.64m,Thomas Letsch,https://www.transfermarkt.co.uk/vitesse-arnheim/startseite/verein/499
347,3729,arsenal-tula,Arsenal Tula,RU1,20.32,25,28.0,6,24.0,3,Arsenal,19241,+£2.21m,Miodrag Bozovic,https://www.transfermarkt.co.uk/arsenal-tula/startseite/verein/3729
348,3725,akhmat-grozny,Akhmat Grozny,RU1,22.87,28,26.3,7,25.0,4,Akhmat-Arena,30200,+£3.30m,Andrey Talalaev,https://www.transfermarkt.co.uk/akhmat-grozny/startseite/verein/3725
349,2696,krylya-sovetov-samara,Krylya Sovetov Samara,RU1,23.04,26,23.8,4,15.4,0,Solidarnost Samara Arena,44918,+£1.16m,Igor Osinjkin,https://www.transfermarkt.co.uk/krylya-sovetov-samara/startseite/verein/2696
350,1083,fk-rostov,Fk Rostov,RU1,27.32,26,24.1,4,15.4,5,Rostov Arena,45145,+£410Th.,Valeriy Karpin,https://www.transfermarkt.co.uk/fk-rostov/startseite/verein/1083
351,41231,fk-sochi,Fk Sochi,RU1,28.58,21,28.6,6,28.6,2,Fisht Olympic Stadium,43700,£-4.29m,Vladimir Fedotov,https://www.transfermarkt.co.uk/fk-sochi/startseite/verein/41231
352,202,fc-groningen,Fc Groningen,NL1,20.77,27,22.6,13,48.1,3,Euroborg,22555,+£5.78m,Danny Buijs,https://www.transfermarkt.co.uk/fc-groningen/startseite/verein/202
353,16704,fk-krasnodar,Fk Krasnodar,RU1,61.31,28,24.6,8,28.6,4,Stadion Krasnodar,35179,£-33.25m,Aleksandr Storozhuk,https://www.transfermarkt.co.uk/fk-krasnodar/startseite/verein/16704
354,932,lokomotiv-moskau,Lokomotiv Moskau,RU1,71.37,27,24.0,8,29.6,6,RZD Arena,27084,£-28.07m,Zaur Khapov,https://www.transfermarkt.co.uk/lokomotiv-moskau/startseite/verein/932
355,383,psv-eindhoven,Psv Eindhoven,NL1,144.18,26,25.0,20,76.9,9,Philips Stadion,35000,+£34.71m,Roger Schmidt,https://www.transfermarkt.co.uk/psv-eindhoven/startseite/verein/383
356,121,dinamo-moskau,Dinamo Moskau,RU1,94.23,24,25.3,7,29.2,12,VTB-Arena,25716,£-4.99m,Sandro Schwarz,https://www.transfermarkt.co.uk/dinamo-moskau/startseite/verein/121
357,2410,zska-moskau,Zska Moskau,RU1,94.37,23,25.3,9,39.1,10,VEB Arena,30457,+£38.70m,Aleksey Berezutski,https://www.transfermarkt.co.uk/zska-moskau/startseite/verein/2410
358,232,spartak-moskau,Spartak Moskau,RU1,92.66,24,24.5,6,25.0,8,Otkrytie Bank Arena,45360,£-10.82m,Paolo Vanoli,https://www.transfermarkt.co.uk/spartak-moskau/startseite/verein/232
359,235,rkc-waalwijk,Rkc Waalwijk,NL1,9.99,28,25.4,15,53.6,4,Mandemakers Stadion,7508,+£180Th.,Joseph Oosting,https://www.transfermarkt.co.uk/rkc-waalwijk/startseite/verein/235
360,1531,fc-elche,Fc Elche,ES1,55.08,24,29.4,10,41.7,3,Manuel Martínez Valero,33732,£-7.20m,Francisco Rodríguez,https://www.transfermarkt.co.uk/fc-elche/startseite/verein/1531
361,1108,deportivo-alaves,Deportivo Alaves,ES1,57.33,26,27.0,8,30.8,5,Mendizorrotza,19840,+£2.12m,Luis García,https://www.transfermarkt.co.uk/deportivo-alaves/startseite/verein/1108
362,385,fortuna-sittard,Fortuna Sittard,NL1,13.16,28,25.7,15,53.6,3,Fortuna Sittard Stadion,12500,£-378Th.,Sjors Ultee,https://www.transfermarkt.co.uk/fortuna-sittard/startseite/verein/385
363,2698,rubin-kazan,Rubin Kazan,RU1,29.5,22,24.7,4,18.2,4,Ak Bars Arena,45379,£-4.58m,Leonid Slutski,https://www.transfermarkt.co.uk/rubin-kazan/startseite/verein/2698
364,16795,fc-granada,Fc Granada,ES1,83.52,29,27.7,13,44.8,4,Nuevo Los Cármenes,19336,£-11.43m,Aitor Karanka,https://www.transfermarkt.co.uk/fc-granada/startseite/verein/16795
365,237,rcd-mallorca,Rcd Mallorca,ES1,63.9,27,27.7,13,48.1,7,Son Moix,20500,£-900Th.,Javier Aguirre,https://www.transfermarkt.co.uk/rcd-mallorca/startseite/verein/237
366,940,celta-vigo,Celta Vigo,ES1,98.73,21,28.0,9,42.9,6,Balaídos,29000,£-6.50m,Eduardo Coudet,https://www.transfermarkt.co.uk/celta-vigo/startseite/verein/940
367,714,espanyol-barcelona,Espanyol Barcelona,ES1,110.25,26,27.5,6,23.1,7,RCDE Stadium,40500,£-5.40m,Luis Blanco,https://www.transfermarkt.co.uk/espanyol-barcelona/startseite/verein/714
368,3709,fc-getafe,Fc Getafe,ES1,142.92,25,26.5,13,52.0,11,Coliseum Alfonso Pérez,16800,+£4.50m,Quique Sánchez Flores,https://www.transfermarkt.co.uk/fc-getafe/startseite/verein/3709
369,467,nec-nijmegen,Nec Nijmegen,NL1,11.95,25,25.2,13,52.0,3,Goffertstadion,12500,+-0,Rogier Meijer,https://www.transfermarkt.co.uk/nec-nijmegen/startseite/verein/467
370,150,real-betis-sevilla,Real Betis Sevilla,ES1,218.79,27,29.0,11,40.7,10,Benito Villamarín,59378,+£9.45m,Manuel Pellegrini,https://www.transfermarkt.co.uk/real-betis-sevilla/startseite/verein/150
371,1049,fc-valencia,Fc Valencia,ES1,262.62,26,24.4,17,65.4,16,Mestalla,48600,£-9.14m,Pepe Bordalás,https://www.transfermarkt.co.uk/fc-valencia/startseite/verein/1049
372,3368,ud-levante,Ud Levante,ES1,71.73,28,28.3,9,32.1,4,Ciutat de València,25354,£-1.13m,Alessio Lisci,https://www.transfermarkt.co.uk/ud-levante/startseite/verein/3368
373,681,real-sociedad-san-sebastian,Real Sociedad San Sebastian,ES1,348.66,28,26.2,7,25.0,7,Reale Arena,39500,£-2.25m,Imanol Alguacil,https://www.transfermarkt.co.uk/real-sociedad-san-sebastian/startseite/verein/681
374,3719,fk-khimki,Fk Khimki,RU1,17.93,25,26.5,7,28.0,2,Arena Khimki,18636,£-591Th.,Sergey Yuran,https://www.transfermarkt.co.uk/fk-khimki/startseite/verein/3719
375,1050,fc-villarreal,Fc Villarreal,ES1,344.25,26,28.1,12,46.2,13,La Cerámica,23500,£-39.38m,Unai Emery,https://www.transfermarkt.co.uk/fc-villarreal/startseite/verein/1050
376,131,fc-barcelona,Fc Barcelona,ES1,611.1,30,25.7,15,50.0,22,Camp Nou,99354,+-0,Xavi,https://www.transfermarkt.co.uk/fc-barcelona/startseite/verein/131
377,368,fc-sevilla,Fc Sevilla,ES1,370.71,26,28.3,19,73.1,14,Ramón Sánchez-Pizjuán,43883,£-11.70m,Julen Lopetegui,https://www.transfermarkt.co.uk/fc-sevilla/startseite/verein/368
378,3911,stade-brest-29,Stade Brest 29,FR1,71.51,26,25.6,8,30.8,6,Stade Francis-Le Blé,15097,+£16.83m,Michel Der Zakarian,https://www.transfermarkt.co.uk/stade-brest-29/startseite/verein/3911
