,club_id,name,pretty_name,domestic_competition_id,total_market_value,squad_size,average_age,foreigners_number,foreigners_percentage,national_team_players,stadium_name,stadium_seats,net_transfer_record,coach_name,url
126,29228,royal-excel-mouscron,Royal Excel Mouscron,BE1,4.21,28,25.9,15,53.6,3,Le Canonnier,10830,+-0,Fernando Da Cruz,https://www.transfermarkt.co.uk/royal-excel-mouscron/startseite/verein/29228
127,1160,nimes-olympique,Nimes Olympique,FR1,27.95,25,24.0,12,48.0,7,Stade des Costières,18364,+£5.22m,Jérôme Arpinon,https://www.transfermarkt.co.uk/nimes-olympique/startseite/verein/1160
128,1426,vvv-venlo,Vvv Venlo,NL1,6.28,27,22.1,7,25.9,0,Covebo Stadion - De Koel,8000,+£2.25m,Hans de Koning,https://www.transfermarkt.co.uk/vvv-venlo/startseite/verein/1426
129,23611,olimpik-donetsk,Olimpik Donetsk,UKR1,,0,,0,,0,NTK im. B. M. Bannikova,1678,+-0,Igor Klymovskyi,https://www.transfermarkt.co.uk/olimpik-donetsk/startseite/verein/23611
130,369,lyngby-bk,Lyngby Bk,DK1,6.75,29,24.1,4,13.8,1,Lyngby Stadion,10000,+£1.71m,Michelle Lange,https://www.transfermarkt.co.uk/lyngby-bk/startseite/verein/369
131,2414,ac-horsens,Ac Horsens,DK1,5.9,24,25.2,7,29.2,2,Casa Arena Horsens,10400,+-0,Bo Henriksen,https://www.transfermarkt.co.uk/ac-horsens/startseite/verein/2414
132,2553,kilmarnock-fc,Kilmarnock Fc,SC1,7.52,30,26.3,13,43.3,1,"BBSP Stadium, Rugby Park",18128,+-0,Alex Dyer,https://www.transfermarkt.co.uk/kilmarnock-fc/startseite/verein/2553
133,2999,hamilton-academical-fc,Hamilton Academical Fc,SC1,5.94,28,22.8,7,25.0,1,Fountain of Youth Stadium,6018,+-0,Brian Rice,https://www.transfermarkt.co.uk/hamilton-academical-fc/startseite/verein/2999
134,833,denizlispor,Denizlispor,TR1,4.43,32,26.1,8,25.0,1,Denizli Atatürk Stadı,18745,+-0,Robert Prosinecki,https://www.transfermarkt.co.uk/denizlispor/startseite/verein/833
135,39722,buyuksehir-belediye-erzurumspor,Buyuksehir Belediye Erzurumspor,TR1,6.1,28,27.6,10,35.7,3,Erzurum Kazım Karabekir,23700,+-0,Mehmet Özdilek,https://www.transfermarkt.co.uk/buyuksehir-belediye-erzurumspor/startseite/verein/39722
136,4171,benevento-calcio,Benevento Calcio,IT1,27.05,28,26.1,8,28.6,3,Ciro Vigorito,16867,+£1.53m,Filippo Inzaghi,https://www.transfermarkt.co.uk/benevento-calcio/startseite/verein/4171
137,4083,fc-crotone,Fc Crotone,IT1,18.83,29,24.1,13,44.8,5,Ezio Scida,16640,+£6.30m,Giovanni Stroppa,https://www.transfermarkt.co.uk/fc-crotone/startseite/verein/4083
138,130,parma-calcio-1913,Parma Calcio 1913,IT1,51.84,35,25.3,24,68.6,3,Ennio Tardini,22352,£-19.06m,Roberto D'Aversa,https://www.transfermarkt.co.uk/parma-calcio-1913/startseite/verein/130
139,820,genclerbirligi-ankara,Genclerbirligi Ankara,TR1,7.13,28,24.0,8,28.6,0,Eryaman Stadyumu,20560,+-0,Mert Nobre,https://www.transfermarkt.co.uk/genclerbirligi-ankara/startseite/verein/820
140,868,mke-ankaragucu,Mke Ankaragucu,TR1,6.71,29,26.4,9,31.0,1,Eryaman Stadyumu,20560,+£675Th.,Fuat Capa,https://www.transfermarkt.co.uk/mke-ankaragucu/startseite/verein/868
141,4603,ae-larisa,Ae Larisa,GR1,5.24,35,23.8,7,20.0,1,Stadio Alkazar,13108,+£1.53m,Michalis Grigoriou,https://www.transfermarkt.co.uk/ae-larisa/startseite/verein/4603
142,1283,fc-emmen,Fc Emmen,NL1,7.31,32,23.7,9,28.1,2,De Oude Meerdijk,8309,+£1.31m,Dick Lukkien,https://www.transfermarkt.co.uk/fc-emmen/startseite/verein/1283
143,1268,ado-den-haag,Ado Den Haag,NL1,5.38,28,23.3,5,17.9,0,Cars Jeans Stadion,15000,+£1.04m,Aleksandar Rankovic,https://www.transfermarkt.co.uk/ado-den-haag/startseite/verein/1268
144,984,west-bromwich-albion,West Bromwich Albion,GB1,77.9,26,26.3,9,34.6,6,The Hawthorns,26850,+£11.20m,Slaven Bilic,https://www.transfermarkt.co.uk/west-bromwich-albion/startseite/verein/984
145,931,fc-fulham,Fc Fulham,GB1,132.3,26,26.7,19,73.1,11,Craven Cottage,19000,£-14.85m,Scott Parker,https://www.transfermarkt.co.uk/fc-fulham/startseite/verein/931
146,1533,sd-eibar,Sd Eibar,ES1,26.82,25,28.9,5,20.0,0,Ipurua,8164,£-3.69m,José Luis Mendilibar,https://www.transfermarkt.co.uk/sd-eibar/startseite/verein/1533
147,366,real-valladolid,Real Valladolid,ES1,42.12,26,27.5,5,19.2,4,Estadio Nuevo José Zorrilla,27618,+£5.85m,Sergio,https://www.transfermarkt.co.uk/real-valladolid/startseite/verein/366
148,5358,sd-huesca,Sd Huesca,ES1,26.64,24,27.6,6,25.0,3,El Alcoraz,9128,+£4.14m,Míchel,https://www.transfermarkt.co.uk/sd-huesca/startseite/verein/5358
149,350,sheffield-united,Sheffield United,GB1,84.69,25,27.0,11,44.0,7,Bramall Lane,32702,+£25.20m,Chris Wilder,https://www.transfermarkt.co.uk/sheffield-united/startseite/verein/350
150,2969,dijon-fco,Dijon Fco,FR1,16.61,24,27.0,11,45.8,4,Stade Gaston-Gérard,16098,+£3.38m,Stéphane Jobard,https://www.transfermarkt.co.uk/dijon-fco/startseite/verein/2969
151,28643,waasland-beveren,Waasland Beveren,BE1,8.21,27,25.5,14,51.9,2,Freethielstadion,13290,+£1.26m,Nicky Hayen,https://www.transfermarkt.co.uk/waasland-beveren/startseite/verein/28643
152,3609,rotor-volgograd,Rotor Volgograd,RU1,7.72,24,25.0,3,12.5,1,Volgograd Arena,45568,£-54Th.,Aleksandr Khatskevich,https://www.transfermarkt.co.uk/rotor-volgograd/startseite/verein/3609
153,41201,pfk-tambov,Pfk Tambov,RU1,,0,,0,,0,Mordovia Arena,44149,+-0,Sergey Pervushin,https://www.transfermarkt.co.uk/pfk-tambov/startseite/verein/41201
154,86,sv-werder-bremen,Sv Werder Bremen,L1,35.42,27,24.1,10,37.0,3,Wohninvest-Weserstadion,42100,+£26.64m,Florian Kohfeldt,https://www.transfermarkt.co.uk/sv-werder-bremen/startseite/verein/86
155,33,fc-schalke-04,Fc Schalke 04,L1,29.48,28,26.1,16,57.1,7,Veltins-Arena,62271,+£35.24m,David Wagner,https://www.transfermarkt.co.uk/fc-schalke-04/startseite/verein/33
156,4294,sc-farense,Sc Farense,PO1,6.77,30,25.2,19,63.3,3,Estádio São Luís,15000,+£315Th.,Sérgio Vieira,https://www.transfermarkt.co.uk/sc-farense/startseite/verein/4294
157,2425,rio-ave-fc,Rio Ave Fc,PO1,9.41,26,26.6,14,53.8,0,Estádio dos Arcos,9065,+£1.98m,Carlos Carvalhal,https://www.transfermarkt.co.uk/rio-ave-fc/startseite/verein/2425
158,583,fc-paris-saint-germain,Fc Paris Saint Germain,FR1,813.11,35,25.9,24,68.6,19,Parc des Princes,49691,£-70.65m,Mauricio Pochettino,https://www.transfermarkt.co.uk/fc-paris-saint-germain/startseite/verein/583
159,1095,es-troyes-ac,Es Troyes Ac,FR1,50.85,31,26.4,16,51.6,6,Stade de l'Aube,21877,£-19.62m,Bruno Irles,https://www.transfermarkt.co.uk/es-troyes-ac/startseite/verein/1095
160,3524,clermont-foot-63,Clermont Foot 63,FR1,41.36,27,26.3,15,55.6,8,Stade Gabriel-Montpied,13000,+-0,Pascal Gastien,https://www.transfermarkt.co.uk/clermont-foot-63/startseite/verein/3524
161,1420,sco-angers,Sco Angers,FR1,60.66,26,26.3,13,50.0,7,Stade Raymond Kopa,16381,+£14.67m,Gérald Baticle,https://www.transfermarkt.co.uk/sco-angers/startseite/verein/1420
162,367,rayo-vallecano,Rayo Vallecano,ES1,49.77,23,28.0,12,52.2,4,Campo de Fútbol de Vallecas,15105,£-1.89m,Andoni Iraola,https://www.transfermarkt.co.uk/rayo-vallecano/startseite/verein/367
163,28095,fk-ufa,Fk Ufa,RU1,15.44,24,26.5,7,29.2,2,BetBoom Arena,15132,+£419Th.,Aleksey Stukalov,https://www.transfermarkt.co.uk/fk-ufa/startseite/verein/28095
164,49702,fk-nizhny-novgorod,Fk Nizhny Novgorod,RU1,13.28,23,26.0,6,26.1,2,Nizhny Novgorod Stadium,43319,£-717Th.,Aleksandr Kerzhakov,https://www.transfermarkt.co.uk/fk-nizhny-novgorod/startseite/verein/49702
165,11127,ural-ekaterinburg,Ural Ekaterinburg,RU1,14.29,22,26.4,5,22.7,0,Ekaterinburg Arena,27000,+£4.85m,Igor Shalimov,https://www.transfermarkt.co.uk/ural-ekaterinburg/startseite/verein/11127
166,16239,desna-chernigiv,Desna Chernigiv,UKR1,3.08,16,24.7,2,12.5,0,Stadion im. Yuriya Gagarina,12060,+£450Th.,Oleksandr Ryabokon,https://www.transfermarkt.co.uk/desna-chernigiv/startseite/verein/16239
167,8024,fc-arouca,Fc Arouca,PO1,12.6,29,27.0,22,75.9,5,Estádio Municipal de Arouca,5000,+-0,Armando Evangelista,https://www.transfermarkt.co.uk/fc-arouca/startseite/verein/8024
168,281,manchester-city,Manchester City,GB1,863.37,22,27.6,15,68.2,18,Etihad Stadium,55017,£-36.63m,Pep Guardiola,https://www.transfermarkt.co.uk/manchester-city/startseite/verein/281
169,1158,fc-lorient,Fc Lorient,FR1,49.23,27,25.8,10,37.0,5,Stade du Moustoir,19010,£-450Th.,Christophe Pélissier,https://www.transfermarkt.co.uk/fc-lorient/startseite/verein/1158
170,2759,ross-county-fc,Ross County Fc,SC1,6.08,23,24.7,10,43.5,2,Global Energy Stadium,6541,+-0,Malky Mackay,https://www.transfermarkt.co.uk/ross-county-fc/startseite/verein/2759
171,511,dundee-fc,Dundee Fc,SC1,6.21,27,26.6,9,33.3,1,Kilmac Stadium at Dens Park,11850,+-0,Mark McGhee,https://www.transfermarkt.co.uk/dundee-fc/startseite/verein/511
172,1177,silkeborg-if,Silkeborg If,DK1,9.0,29,23.6,5,17.2,2,JYSK Park,10000,+-0,Kent Nielsen,https://www.transfermarkt.co.uk/silkeborg-if/startseite/verein/1177
173,443,vejle-boldklub,Vejle Boldklub,DK1,9.0,27,23.9,20,74.1,2,Vejle Stadion,10418,+£3.02m,Ivan Prelec,https://www.transfermarkt.co.uk/vejle-boldklub/startseite/verein/443
174,5817,sonderjyske,Sonderjyske,DK1,9.09,28,24.5,13,46.4,4,Sydbank Park,10000,£-139Th.,Henrik Hansen,https://www.transfermarkt.co.uk/sonderjyske/startseite/verein/5817
175,1063,viborg-ff,Viborg Ff,DK1,7.61,28,23.2,12,42.9,1,Viborg Stadion,9566,+£847Th.,Jacob Friis,https://www.transfermarkt.co.uk/viborg-ff/startseite/verein/1063
176,1132,fc-burnley,Fc Burnley,GB1,127.8,24,30.0,10,41.7,8,Turf Moor,21994,£-4.86m,Mike Jackson,https://www.transfermarkt.co.uk/fc-burnley/startseite/verein/1132
177,762,newcastle-united,Newcastle United,GB1,261.81,28,28.5,15,53.6,9,St James' Park,52338,£-118.35m,Eddie Howe,https://www.transfermarkt.co.uk/newcastle-united/startseite/verein/762
178,379,west-ham-united,West Ham United,GB1,313.88,24,29.1,16,66.7,13,London Stadium,60000,£-63.24m,David Moyes,https://www.transfermarkt.co.uk/west-ham-united/startseite/verein/379
179,1010,fc-watford,Fc Watford,GB1,128.52,30,27.8,26,86.7,16,Vicarage Road,21577,£-27.59m,Roy Hodgson,https://www.transfermarkt.co.uk/fc-watford/startseite/verein/1010
180,405,aston-villa,Aston Villa,GB1,390.15,22,26.2,12,54.5,13,Villa Park,42682,£-2.54m,Steven Gerrard,https://www.transfermarkt.co.uk/aston-villa/startseite/verein/405
181,29,fc-everton,Fc Everton,GB1,402.98,29,27.3,15,51.7,12,Goodison Park,39571,+£5.85m,Frank Lampard,https://www.transfermarkt.co.uk/fc-everton/startseite/verein/29
182,399,leeds-united,Leeds United,GB1,259.47,25,24.7,16,64.0,11,Elland Road,37890,£-53.01m,Jesse Marsch,https://www.transfermarkt.co.uk/leeds-united/startseite/verein/399
183,1123,norwich-city,Norwich City,GB1,131.9,26,25.7,19,73.1,14,Carrow Road,27244,£-23.09m,Dean Smith,https://www.transfermarkt.co.uk/norwich-city/startseite/verein/1123
184,148,tottenham-hotspur,Tottenham Hotspur,GB1,528.53,22,25.8,15,68.2,15,Tottenham Hotspur Stadium,62062,£-55.60m,Antonio Conte,https://www.transfermarkt.co.uk/tottenham-hotspur/startseite/verein/148
185,1237,brighton-amp-hove-albion,Brighton Amp Hove Albion,GB1,229.5,24,25.3,17,70.8,12,AMEX Stadium,31800,+£4.32m,Graham Potter,https://www.transfermarkt.co.uk/brighton-amp-hove-albion/startseite/verein/1237
186,873,crystal-palace,Crystal Palace,GB1,233.96,26,27.6,14,53.8,9,Selhurst Park,26047,£-77.05m,Patrick Vieira,https://www.transfermarkt.co.uk/crystal-palace/startseite/verein/873
187,1003,leicester-city,Leicester City,GB1,463.32,27,27.1,18,66.7,13,King Power Stadium,32273,£-57.24m,Brendan Rodgers,https://www.transfermarkt.co.uk/leicester-city/startseite/verein/1003
188,31,fc-liverpool,Fc Liverpool,GB1,810.45,27,27.2,19,70.4,17,Anfield,54074,£-51.75m,Jürgen Klopp,https://www.transfermarkt.co.uk/fc-liverpool/startseite/verein/31
189,543,wolverhampton-wanderers,Wolverhampton Wanderers,GB1,317.25,26,26.0,22,84.6,13,Molineux Stadium,32050,£-5.22m,Bruno Lage,https://www.transfermarkt.co.uk/wolverhampton-wanderers/startseite/verein/543
190,126,caykur-rizespor,Caykur Rizespor,TR1,19.6,24,27.2,11,45.8,6,Çaykur Didi,15332,+-0,Bülent Korkmaz,https://www.transfermarkt.co.uk/caykur-rizespor/startseite/verein/126
191,631,fc-chelsea,Fc Chelsea,GB1,766.8,27,27.0,19,70.4,16,Stamford Bridge,40853,+£1.76m,Thomas Tuchel,https://www.transfermarkt.co.uk/fc-chelsea/startseite/verein/631
192,1148,fc-brentford,Fc Brentford,GB1,207.81,25,25.9,22,88.0,14,Brentford Community Stadium,18250,£-32.13m,Thomas Frank,https://www.transfermarkt.co.uk/fc-brentford/startseite/verein/1148
193,985,manchester-united,Manchester United,GB1,649.13,28,27.8,16,57.1,20,Old Trafford,74879,£-98.37m,Erik ten Hag,https://www.transfermarkt.co.uk/manchester-united/startseite/verein/985
194,1467,goztepe,Goztepe,TR1,21.29,27,25.8,11,40.7,5,Gürsel Aksel Stadyumu,19713,+£2.05m,Serdar Sabuncu,https://www.transfermarkt.co.uk/goztepe/startseite/verein/1467
195,589,antalyaspor,Antalyaspor,TR1,26.91,31,26.9,15,48.4,4,Antalya Stadyumu,32537,+£2.04m,Nuri Sahin,https://www.transfermarkt.co.uk/antalyaspor/startseite/verein/589
196,10484,kasimpasa,Kasimpasa,TR1,27.95,25,27.4,13,52.0,9,Recep Tayyip Erdoğan Stadyumu,13856,£-270Th.,Sami Ugurlu,https://www.transfermarkt.co.uk/kasimpasa/startseite/verein/10484
197,6646,fatih-karagumruk,Fatih Karagumruk,TR1,29.0,30,26.9,16,53.3,3,Atatürk Olimpiyat,74753,+£4.32m,Volkan Demirel,https://www.transfermarkt.co.uk/fatih-karagumruk/startseite/verein/6646
198,7775,hatayspor,Hatayspor,TR1,30.87,26,26.4,13,50.0,8,Yeni Hatay Stadyumu,25000,+£2.90m,Nihat Tazearslan,https://www.transfermarkt.co.uk/hatayspor/startseite/verein/7775
199,11688,giresunspor,Giresunspor,TR1,22.59,23,24.4,8,34.8,2,Çotanak Spor Kompleksi,21500,£-90Th.,Hakan Keles,https://www.transfermarkt.co.uk/giresunspor/startseite/verein/11688
200,180,fc-southampton,Fc Southampton,GB1,239.18,26,26.7,15,57.7,10,St Mary's Stadium,32384,+£15.54m,Ralph Hasenhüttl,https://www.transfermarkt.co.uk/fc-southampton/startseite/verein/180
201,2293,konyaspor,Konyaspor,TR1,33.5,24,27.3,12,50.0,10,Medaş Konya Büyükşehir Stadyumu,42000,£-963Th.,Ilhan Palut,https://www.transfermarkt.co.uk/konyaspor/startseite/verein/2293
202,3840,adana-demirspor,Adana Demirspor,TR1,36.05,27,27.6,15,55.6,6,Yeni Adana Stadyumu,33000,£-1.57m,Vincenzo Montella,https://www.transfermarkt.co.uk/adana-demirspor/startseite/verein/3840
203,6890,istanbul-basaksehir-fk,Istanbul Basaksehir Fk,TR1,51.73,30,27.9,11,36.7,6,Başakşehir Fatih Terim,17156,+£2.52m,Emre Belözoglu,https://www.transfermarkt.co.uk/istanbul-basaksehir-fk/startseite/verein/6890
204,114,besiktas-istanbul,Besiktas Istanbul,TR1,91.78,35,26.8,17,48.6,13,Vodafone Park,42590,£-6.35m,Valérien Ismaël,https://www.transfermarkt.co.uk/besiktas-istanbul/startseite/verein/114
205,141,galatasaray-istanbul,Galatasaray Istanbul,TR1,93.8,28,27.2,14,50.0,16,Ali Sami Yen Spor Kompleksi NEF Stadyumu,52223,£-22.91m,Domènec Torrent,https://www.transfermarkt.co.uk/galatasaray-istanbul/startseite/verein/141
206,449,trabzonspor,Trabzonspor,TR1,100.89,35,26.1,16,45.7,10,Şenol Güneş Spor Kompleksi,40782,£-11.54m,Abdullah Avci,https://www.transfermarkt.co.uk/trabzonspor/startseite/verein/449
207,36,fenerbahce-istanbul,Fenerbahce Istanbul,TR1,120.26,29,25.8,15,51.7,14,Ülker Stadyumu FB Şükrü Saraçoğlu Spor Kompleksi,47834,£-9.71m,Ismail Kartal,https://www.transfermarkt.co.uk/fenerbahce-istanbul/startseite/verein/36
208,380,us-salernitana-1919,Us Salernitana 1919,IT1,49.37,35,27.3,21,60.0,7,Arechi,31300,£-12.92m,Davide Nicola,https://www.transfermarkt.co.uk/us-salernitana-1919/startseite/verein/380
209,3522,spezia-calcio,Spezia Calcio,IT1,64.17,31,23.6,22,71.0,12,Alberto Picco,11512,£-17.65m,Thiago Motta,https://www.transfermarkt.co.uk/spezia-calcio/startseite/verein/3522
210,2832,gaziantep-fk,Gaziantep Fk,TR1,24.59,25,26.5,13,52.0,2,Kalyon Stadyumu,33502,£-1.22m,Erol Bulut,https://www.transfermarkt.co.uk/gaziantep-fk/startseite/verein/2832
211,2375,altay-sk,Altay Sk,TR1,12.44,25,28.5,11,44.0,5,Alsancak Mustafa Denizli Stadı,15000,£-2.35m,Sinan Kaloglu,https://www.transfermarkt.co.uk/altay-sk/startseite/verein/2375
212,1038,sampdoria-genua,Sampdoria Genua,IT1,86.31,26,28.2,11,42.3,8,Luigi Ferraris,36348,£-4.82m,Marco Giampaolo,https://www.transfermarkt.co.uk/sampdoria-genua/startseite/verein/1038
213,11282,alanyaspor,Alanyaspor,TR1,33.39,27,26.7,11,40.7,4,Bahçeşehir Okulları Stadyumu,10128,+£6.22m,Francesco Farioli,https://www.transfermarkt.co.uk/alanyaspor/startseite/verein/11282
214,749,fc-empoli,Fc Empoli,IT1,81.99,28,25.5,11,39.3,8,Carlo Castellani,19847,+£15.57m,Aurelio Andreazzoli,https://www.transfermarkt.co.uk/fc-empoli/startseite/verein/749
215,252,genua-cfc,Genua Cfc,IT1,101.57,32,25.7,17,53.1,8,Luigi Ferraris,34901,£-18.36m,Alexander Blessin,https://www.transfermarkt.co.uk/genua-cfc/startseite/verein/252
216,2381,sivasspor,Sivasspor,TR1,24.73,26,29.6,12,46.2,3,Yeni 4 Eylül Stadı,27532,+£450Th.,Riza Calimbay,https://www.transfermarkt.co.uk/sivasspor/startseite/verein/2381
217,1025,fc-bologna,Fc Bologna,IT1,131.4,29,25.9,20,69.0,12,Stadio Renato Dall’Ara,36462,£-3.43m,Siniša Mihajlović,https://www.transfermarkt.co.uk/fc-bologna/startseite/verein/1025
218,276,hellas-verona,Hellas Verona,IT1,113.24,26,25.7,13,50.0,6,Marcantonio Bentegodi,39211,+£4.41m,Igor Tudor,https://www.transfermarkt.co.uk/hellas-verona/startseite/verein/276
219,1390,cagliari-calcio,Cagliari Calcio,IT1,115.7,27,26.3,12,44.4,7,Unipol Domus,16416,£-3.51m,Alessandro Agostini,https://www.transfermarkt.co.uk/cagliari-calcio/startseite/verein/1390
220,430,ac-florenz,Ac Florenz,IT1,213.3,25,27.1,17,68.0,13,Artemio Franchi,47282,+£39.56m,Vincenzo Italiano,https://www.transfermarkt.co.uk/ac-florenz/startseite/verein/430
221,398,lazio-rom,Lazio Rom,IT1,239.63,25,27.8,19,76.0,8,Olimpico di Roma,73261,£-4.19m,Maurizio Sarri,https://www.transfermarkt.co.uk/lazio-rom/startseite/verein/398
222,6574,us-sassuolo,Us Sassuolo,IT1,212.94,30,26.3,16,53.3,10,Mapei Stadium - Città del Tricolore,21584,£-14.13m,Alessio Dionisi,https://www.transfermarkt.co.uk/us-sassuolo/startseite/verein/6574
223,800,atalanta-bergamo,Atalanta Bergamo,IT1,346.41,25,27.6,18,72.0,19,Gewiss Stadium,22512,£-19.17m,Gian Piero Gasperini,https://www.transfermarkt.co.uk/atalanta-bergamo/startseite/verein/800
224,416,fc-turin,Fc Turin,IT1,198.97,29,25.4,19,65.5,14,Stadio Grande Torino,27994,+£2.88m,Ivan Juric,https://www.transfermarkt.co.uk/fc-turin/startseite/verein/416
225,6195,ssc-neapel,Ssc Neapel,IT1,444.47,25,27.4,18,72.0,16,Stadio Diego Armando Maradona,54726,£-17.10m,Luciano Spalletti,https://www.transfermarkt.co.uk/ssc-neapel/startseite/verein/6195
226,12,as-rom,As Rom,IT1,332.42,28,25.3,18,64.3,17,Olimpico di Roma,73261,£-101.82m,José Mourinho,https://www.transfermarkt.co.uk/as-rom/startseite/verein/12
227,506,juventus-turin,Juventus Turin,IT1,500.04,25,27.1,14,56.0,19,Allianz Stadium,41507,£-56.34m,Massimiliano Allegri,https://www.transfermarkt.co.uk/juventus-turin/startseite/verein/506
228,3205,kayserispor,Kayserispor,TR1,31.21,32,27.2,15,46.9,4,Büyükşehir Belediyesi Kadir Has,32864,+£403Th.,Hikmet Karaman,https://www.transfermarkt.co.uk/kayserispor/startseite/verein/3205
229,1053,aalborg-bk,Aalborg Bk,DK1,12.11,24,25.3,8,33.3,3,Aalborg Portland Park,13800,£-270Th.,Lars Friis,https://www.transfermarkt.co.uk/aalborg-bk/startseite/verein/1053
230,5724,randers-fc,Randers Fc,DK1,12.83,25,25.4,11,44.0,1,Cepheus Park Randers,10300,+£855Th.,Thomas Thomasberg,https://www.transfermarkt.co.uk/randers-fc/startseite/verein/5724
231,678,aarhus-gf,Aarhus Gf,DK1,16.88,27,24.1,12,44.4,5,Ceres Park,19433,£-3.56m,David Nielsen,https://www.transfermarkt.co.uk/aarhus-gf/startseite/verein/678
232,11,fc-arsenal,Fc Arsenal,GB1,468.9,21,24.6,14,66.7,16,Emirates Stadium,60704,£-122.42m,Mikel Arteta,https://www.transfermarkt.co.uk/fc-arsenal/startseite/verein/11
233,206,brondby-if,Brondby If,DK1,22.5,26,24.0,12,46.2,4,Brøndby Stadion,28000,+£7.06m,Niels Frederiksen,https://www.transfermarkt.co.uk/brondby-if/startseite/verein/206
234,865,fc-midtjylland,Fc Midtjylland,DK1,42.8,30,24.3,15,50.0,6,MCH Arena,11535,+£20.46m,Bo Henriksen,https://www.transfermarkt.co.uk/fc-midtjylland/startseite/verein/865
235,190,fc-kopenhagen,Fc Kopenhagen,DK1,58.14,29,25.0,20,69.0,13,Parken,38065,+£14.61m,Jess Thorup,https://www.transfermarkt.co.uk/fc-kopenhagen/startseite/verein/190
236,553,ionikos-nikeas,Ionikos Nikeas,GR1,6.93,27,28.4,13,48.1,3,Dimotiko Gipedo Neapolis,5500,+-0,Dimitrios Spanos,https://www.transfermarkt.co.uk/ionikos-nikeas/startseite/verein/553
237,441,apollon-smyrnis,Apollon Smyrnis,GR1,7.2,32,28.9,20,62.5,1,"Gipedo Rizoupolis ""Georgios Kamaras""",14200,+-0,Babis Tennes,https://www.transfermarkt.co.uk/apollon-smyrnis/startseite/verein/441
238,410,udinese-calcio,Udinese Calcio,IT1,93.83,26,26.7,21,80.8,4,Dacia Arena,25144,+£57.08m,Gabriele Cioffi,https://www.transfermarkt.co.uk/udinese-calcio/startseite/verein/410
239,2671,pas-giannina,Pas Giannina,GR1,8.03,28,25.8,12,42.9,2,Stadio Zosimades,7652,£-90Th.,Iraklis Metaxas,https://www.transfermarkt.co.uk/pas-giannina/startseite/verein/2671
240,60949,volos-nps,Volos Nps,GR1,8.42,26,26.6,19,73.1,2,Panthessaliko Stadio,22700,+£1.29m,Konstantinos Bratsos,https://www.transfermarkt.co.uk/volos-nps/startseite/verein/60949
241,19789,yeni-malatyaspor,Yeni Malatyaspor,TR1,9.74,23,24.1,10,43.5,3,Yeni Malatya Stadyumu,25745,£-2.02m,Cihat Arslan,https://www.transfermarkt.co.uk/yeni-malatyaspor/startseite/verein/19789
242,607,venezia-fc,Venezia Fc,IT1,74.27,30,26.6,21,70.0,10,Pier Luigi Penzo,11150,£-19.70m,Andrea Soncin,https://www.transfermarkt.co.uk/venezia-fc/startseite/verein/607
243,3060,atromitos-athen,Atromitos Athen,GR1,11.72,29,26.6,12,41.4,4,Stadio Peristeriou,9050,£-90Th.,Chris Coleman,https://www.transfermarkt.co.uk/atromitos-athen/startseite/verein/3060
244,653,ofi-kreta,Ofi Kreta,GR1,13.37,28,27.3,12,42.9,3,Gipedo Theodoros Vardinogiannis,9088,+£585Th.,Nikolaos Nioplias,https://www.transfermarkt.co.uk/ofi-kreta/startseite/verein/653
245,605,aris-thessaloniki,Aris Thessaloniki,GR1,21.83,33,28.1,25,75.8,6,"Gipedo ""Kleanthis Vikelidis""",22800,£-2.50m,Germán Burgos,https://www.transfermarkt.co.uk/aris-thessaloniki/startseite/verein/605
246,173,odense-boldklub,Odense Boldklub,DK1,10.13,27,24.2,11,40.7,3,Nature Energy Park,15790,+£2.51m,Andreas Alm,https://www.transfermarkt.co.uk/odense-boldklub/startseite/verein/173
247,2441,aek-athen,Aek Athen,GR1,47.52,29,27.8,20,69.0,13,"Olympiakó Stádio Athinon ""Spyros Louis""",69618,£-2.35m,Sokratis Ofrydopoulos,https://www.transfermarkt.co.uk/aek-athen/startseite/verein/2441
248,1091,paok-thessaloniki,Paok Thessaloniki,GR1,51.3,29,27.2,22,75.9,8,Toumba Stadium,28703,+£19.39m,Razvan Lucescu,https://www.transfermarkt.co.uk/paok-thessaloniki/startseite/verein/1091
249,265,panathinaikos-athen,Panathinaikos Athen,GR1,29.97,29,27.3,18,62.1,6,Apostolos Nikolaidis,15000,£-1.13m,Ivan Jovanovic,https://www.transfermarkt.co.uk/panathinaikos-athen/startseite/verein/265
250,465,st-mirren-fc,St Mirren Fc,SC1,6.35,23,25.5,12,52.2,1,The SMISA Stadium,8023,+-0,Stephen Robinson,https://www.transfermarkt.co.uk/st-mirren-fc/startseite/verein/465
251,987,motherwell-fc,Motherwell Fc,SC1,8.3,30,25.5,19,63.3,5,Fir Park,13750,+£107Th.,Graham Alexander,https://www.transfermarkt.co.uk/motherwell-fc/startseite/verein/987
252,1519,dundee-united-fc,Dundee United Fc,SC1,8.51,30,24.1,10,33.3,2,Tannadice Park,14223,+£2.37m,Tam Courts,https://www.transfermarkt.co.uk/dundee-united-fc/startseite/verein/1519
253,683,olympiakos-piraus,Olympiakos Piraus,GR1,106.07,38,25.8,25,65.8,14,Stadio Georgios Karaiskakis,32115,+£656Th.,Pedro Martins,https://www.transfermarkt.co.uk/olympiakos-piraus/startseite/verein/683
